"value","income","age","rooms","bedrooms","pop","hh"
180600,3.4839,45,2179,401,1159,399
182800,4.0588,45,2457,445,1129,422
179300,4.1974,44,2147,399,1175,401
179400,3.6,43,1676,340,924,328
210300,4.267,35,2976,518,1424,538
192300,4.2386,34,3036,533,1366,500
198100,5.5797,35,2472,398,1171,390
196200,4.0682,36,1487,249,641,243
181600,3.1734,38,2012,347,880,332
186900,4.7933,37,3342,569,1635,557
188300,4.8125,37,3156,534,1495,543
184000,3.8676,40,1748,318,914,317
184700,3.9395,33,3429,681,1798,694
179900,3.2434,42,3592,703,1625,665
167200,3.0917,38,1035,247,599,224
165400,3.0645,32,3028,811,2037,703
154000,2.7019,33,2431,655,1854,603
153500,3.1115,39,2069,500,1408,478
135400,3.4722,40,1340,313,766,271
158300,2.2222,39,1160,259,725,274
240700,6.1104,32,2015,318,1019,340
180700,4.2733,22,3882,816,1830,743
230600,3.2465,27,3239,671,1469,616
210800,3.2417,28,2932,739,1198,624
165300,3.875,38,2104,409,1039,394
254200,6.0501,29,1694,251,690,242
332600,6.8233,18,3000,419,1155,415
350000,6.3501,23,2419,348,1066,384
161200,2.6719,28,2280,610,1255,587
179300,3.875,21,5031,1168,2461,1042
154300,2.5625,33,1547,372,1063,356
161800,3.016,31,3300,790,2181,740
161900,2.7694,17,5018,1439,3069,1299
165400,3.6818,35,1813,393,1093,374
166600,2.1382,37,1997,436,1349,437
149700,3.7303,37,901,191,599,206
162100,3.875,35,686,142,480,149
152600,3.0489,33,1954,464,1293,448
195200,2.8203,27,2630,722,1414,634
190600,4.3897,35,1130,192,543,184
193800,4.7143,35,1184,200,572,194
200600,4.6875,34,656,115,342,112
150000,3.2091,29,2544,643,2332,603
185300,4.275,36,1305,225,768,234
172700,4.1302,36,1755,316,913,299
174100,3.09,35,2843,652,1726,643
194400,4.5417,25,2538,494,1185,501
206700,4.6635,28,1784,311,735,278
204500,4.4427,31,1797,327,796,319
175000,4.5303,36,410,76,252,82
137500,2.375,26,162,27,86,25
187200,3.8171,18,9963,2031,5613,1946
173600,4.5281,35,2361,458,1727,467
163000,4.3456,19,862,167,407,183
331600,3.4861,18,4335,808,2041,734
197600,5.2312,31,1487,280,854,301
197900,3.6708,8,3592,849,1907,746
228100,3.8875,40,432,102,264,77
189500,3.9167,34,1457,242,735,249
184200,3.9063,32,1578,284,836,292
180900,3.7895,29,2172,435,1377,408
172000,3.8,36,1340,245,789,248
177900,5.7309,36,1116,199,662,226
173100,4.1141,36,1885,307,853,271
172600,5.2838,36,1180,212,664,200
182100,3.3479,30,5267,1253,4065,1113
179500,3.142,23,1897,440,1109,418
176000,3.7614,31,767,171,548,185
192600,4.25,33,691,127,431,149
182700,3.9338,36,786,133,463,160
134900,2.5158,22,5861,1516,5436,1463
157600,2.4808,27,2784,723,2028,693
190900,4.7083,25,4524,860,2426,862
158200,4.1652,37,1468,304,1038,282
350000,3.5541,20,1655,450,857,430
158200,3.8036,33,1227,286,848,291
146100,3.8259,33,1160,252,729,220
226700,3.2331,33,952,172,369,159
198700,4.7109,35,2072,352,1001,350
221200,4.2468,32,2964,547,1472,527
208500,6.396,35,1032,173,453,176
204200,3.8125,35,657,118,328,134
193200,3.2857,32,1540,324,793,302
209500,3.8929,35,1298,236,632,204
164900,3.7262,36,1409,271,1002,281
161400,4.0125,37,1383,259,808,241
187000,4.1719,36,1151,216,727,215
190400,4.2857,35,899,179,455,185
156600,3.6458,37,1793,364,1534,346
157300,2.6875,17,2485,518,1139,550
168100,3.7292,35,1931,376,1175,337
177600,4.5913,24,2329,465,1401,453
208900,3.8625,12,6711,1374,3388,1289
169200,3.3611,23,1939,356,841,364
163900,2.8971,16,1642,346,705,351
164700,4.0326,34,1619,293,1148,310
156900,4.0682,35,517,108,391,107
168800,5.3644,36,1570,274,992,249
174100,4.7019,35,1213,221,790,243
206500,5.64,27,1826,309,1016,313
203900,3.7931,26,2261,443,1039,395
217000,4.6458,9,3666,711,2341,703
159600,3.694,36,1633,345,1382,338
159800,2.652,31,2155,522,1858,437
154300,3.5,32,1295,280,1156,300
149600,3.2386,32,1295,295,1097,328
188600,5.097,33,1518,302,831,268
238500,4.3875,17,3314,638,1873,602
235300,4.625,22,3009,497,1640,514
261400,5.0406,6,2605,474,1568,433
234400,5.8704,17,5159,832,3174,817
231700,5.3226,18,1726,276,1186,310
156300,4.235,16,1816,365,1367,355
222000,4.825,13,2578,551,1680,528
254400,5.5218,15,2576,418,1657,410
244300,6.5116,16,1644,251,1033,267
247000,6.0661,16,1606,240,1117,268
236500,6.0074,16,3349,544,2003,488
151400,4.6211,15,3475,686,2568,653
213700,5.225,16,1893,338,1461,344
243600,5.3428,14,1727,302,1116,273
212500,3.7462,15,6243,1273,3163,1274
214700,4.5721,24,2077,383,1488,389
213200,3.6923,18,1165,333,855,319
256000,4.6786,16,4371,889,2530,817
237500,2.875,2,838,295,240,149
178100,3.3617,15,3052,760,2097,728
231800,5.7579,17,4313,717,2629,721
147900,2.9706,36,385,94,295,92
191700,3.9022,10,3046,678,2056,628
247600,4.6146,21,4342,783,2172,789
283500,5.7192,15,3575,597,1777,559
216900,3.6832,20,4126,1031,2079,975
282500,6.2073,31,2878,478,1276,485
295600,5.8151,6,4405,717,2071,688
281800,5.8322,14,16199,2993,8117,2847
269800,5.6277,14,14917,2708,8012,2606
231200,5.2879,12,5719,1064,3436,1057
318300,6.5615,8,8647,1407,5019,1379
253400,5.6758,15,8112,1376,4576,1348
278200,6.1047,7,10648,1818,6075,1797
3e+05,3.5714,5,1150,311,648,245
273500,6.0824,3,14014,2861,7205,2753
223400,4.3594,23,4332,857,2461,829
214500,5.5737,35,1716,312,914,316
220200,4.8962,31,4981,964,2841,924
240300,4.6978,24,8444,1492,4446,1491
158000,4.4259,6,3028,778,1531,736
224200,3.3008,26,2068,532,1434,495
177200,4.5687,33,1325,274,909,267
216100,3.8179,24,2563,485,1174,501
269700,5,18,5505,1005,2641,971
231200,4.3393,20,6462,1294,3288,1235
162500,4.1387,4,3746,993,1606,838
254000,4.8052,13,8918,1823,4518,1772
196200,4.6349,31,1949,344,986,322
189400,3.168,17,4924,1247,3080,1182
220800,3.1326,17,5133,1375,3386,1339
213800,2.9074,16,6647,2098,4649,1903
442900,8.3996,15,5674,748,2412,714
333400,6.6478,21,10687,1540,4552,1520
352400,6.629,25,1354,192,596,220
305300,6.2179,27,3715,526,1631,538
259600,5.761,33,2095,342,941,304
248900,4.6641,29,3517,645,1724,585
356000,6.7599,31,2537,382,1067,410
236000,3.9909,14,5106,1207,2738,1108
218800,4.2955,23,2215,475,1278,492
228000,4.9615,28,2949,529,1538,545
235900,2.6198,18,2375,652,1252,586
203200,4.7135,28,2312,496,1344,467
197000,4.75,35,2277,420,1353,413
236400,5.4299,26,2506,387,1273,406
223200,4.6,28,2829,566,1610,540
222700,4.1947,26,3179,703,2142,639
225000,5.388,26,2332,371,1285,404
240100,3.9444,18,3584,715,1673,661
227900,5.3283,28,3046,507,1772,516
268600,4.8403,28,2414,415,1106,453
275100,5.1616,29,4133,744,2023,749
256300,4.9167,34,2791,495,1276,468
332400,4.1591,27,6103,1249,3026,1134
287600,5,32,2572,406,1128,395
298900,5.8325,26,1910,371,852,357
287600,5.7057,27,1890,303,889,314
222200,5.0423,25,5405,939,2831,923
232600,4.5317,26,3761,623,1776,613
258300,5.4359,25,3333,511,1671,504
230900,5.0824,23,4925,948,2530,894
196900,5.2308,33,3994,764,2721,763
223500,4.4107,22,5811,1125,3215,1086
223900,5.2396,26,4211,741,2352,734
243500,4.7478,27,5532,973,2855,960
451100,8.4045,7,28258,3864,12203,3701
500001,9.7194,9,4909,577,1981,591
193100,5.1643,10,7441,1588,3571,1466
264400,5.3813,23,4314,676,1972,623
246900,6.0878,26,2016,322,1105,357
337300,6.868,13,5377,744,2759,760
284800,6.992,22,9167,1373,4319,1404
217300,4.9118,26,3087,532,1597,483
291700,4.4357,23,3170,532,1446,515
223800,4.9464,26,2145,369,1285,377
223100,5.2882,25,4209,731,2568,703
211300,5.1321,23,4247,835,2357,823
218500,3.9667,25,4458,922,2998,890
156300,3.1696,17,407,97,307,100
248200,5.0838,20,6483,1068,3526,1060
186000,4.8214,35,1867,343,1213,338
178200,4.1406,6,2918,672,1911,639
190400,3.7364,34,2316,478,1524,467
210300,3.535,31,1240,264,719,236
208000,5.0739,16,4458,856,3038,870
183300,3.256,18,1746,437,1268,404
245700,6.0667,19,4572,712,2346,709
242200,5.7072,21,4280,673,2216,681
181700,4.9867,7,6352,1390,3223,1316
299400,5.1437,4,7477,1576,2937,1506
219500,5.347,22,4638,716,2302,687
231800,5.7233,25,4377,668,2038,671
221300,4.4697,26,3816,637,1935,642
213800,4.9107,26,2806,459,1453,444
206000,4.2281,26,4822,845,2288,805
271100,5.0143,15,6473,1027,2484,970
336500,7.2494,6,8072,1050,3386,1062
315600,5.1406,46,1280,209,512,208
500001,8.3337,24,3166,424,1081,400
285400,7.316,13,3742,555,1590,559
323000,6.4994,18,7397,1137,3126,1115
291900,7.2211,23,1655,223,706,219
225600,4.4087,3,2456,582,793,456
259600,5.9345,23,2179,308,926,299
262900,6.177,20,1804,254,831,260
257300,5.817,18,3631,547,1700,520
259200,6.3132,18,2876,423,1395,427
339700,6.3373,12,7490,1207,3329,1136
337200,7.333,23,2234,270,854,286
334100,6.2918,22,1898,239,734,245
311500,6.5214,16,4070,624,1543,577
296900,6.4524,25,2244,301,937,324
247900,6.0604,20,2948,471,1181,474
300400,6.5285,19,2034,288,852,295
332400,7.2639,15,2130,273,876,285
389800,7.4353,7,9540,1294,3926,1229
233000,3.1127,29,2702,680,1360,642
238500,2.4896,39,522,116,161,102
233300,5.0677,52,775,134,315,123
231300,2.1187,3,1565,464,769,461
475800,10.9506,20,1309,184,514,172
393200,7.0691,13,5519,833,2444,825
247200,5.5,10,4337,800,1813,743
229400,4.9879,28,1812,294,853,278
282500,6.8132,4,4719,741,1895,742
300600,5.6399,14,4236,701,1833,663
293200,4.1597,22,3634,664,1699,640
278500,5.7519,27,1569,242,583,214
352900,5.6417,13,13182,2074,4847,1950
4e+05,10.3203,43,228,40,83,42
375000,4.3472,47,127,23,51,21
313700,6.6827,13,9621,1344,4389,1391
139300,3.62,4,6159,1510,2649,1241
327500,7.3588,16,4290,554,1952,576
430600,5.7239,26,1786,306,771,279
125000,4.2083,32,404,74,144,58
450000,6.1023,17,1671,352,729,252
200200,3.9864,12,5608,1049,2595,1067
192400,4.8624,11,12070,2220,5826,2125
418800,9.1531,25,494,81,254,85
216800,4.7361,22,5533,943,2474,910
215500,5.4324,17,3956,639,2222,662
227700,4.9375,12,1906,351,802,319
184400,3.3841,29,3433,711,1919,709
158400,3.5532,36,1687,372,950,372
174600,3.3618,34,2358,498,1157,461
168400,4.3533,35,2853,588,1761,572
188400,4.5357,25,6296,1082,3200,1047
256700,5.7068,9,3980,736,1705,679
183800,3.7212,26,2647,536,1422,522
183400,5.2443,35,1755,299,702,263
177500,4.2361,35,1864,357,1189,349
186900,3.1856,32,1078,207,555,197
238900,5.4496,17,20354,3493,8768,3293
172500,3.0222,17,3112,872,1392,680
179200,2.6667,44,495,112,277,109
204400,3.7301,52,2157,418,929,419
209400,4.6806,41,1501,299,629,288
264200,5.7907,20,8068,1217,3489,1259
350000,6.3705,6,3023,518,1225,468
199800,5.2649,26,2211,344,1024,321
211000,6.0797,26,2163,339,947,346
201100,4.8571,28,1773,278,804,269
193000,3.8523,25,1947,418,900,354
245000,5.98,22,14701,2210,6693,2232
117600,2.45,17,1364,282,338,152
97900,2.2417,15,2061,465,573,196
140600,3.15,16,3045,543,202,102
120900,3.4609,14,3545,702,946,411
119000,3,13,2944,558,1091,466
129200,3.2031,16,1443,249,435,181
99100,2.5208,17,2277,474,767,356
108900,2.3549,18,1564,357,618,277
111700,3.0125,15,4403,891,1103,433
68900,2.05,34,1133,254,495,187
96400,3.125,23,1001,195,369,157
116700,2.65,10,1783,337,638,262
123800,3.5,17,1521,309,607,240
97900,2.5476,25,1374,297,657,288
129800,3.9107,40,1391,246,546,214
121300,4.2917,13,1473,265,597,228
107200,3.3393,15,1248,234,529,216
121900,4.3029,16,1748,322,4930,287
113400,2.8125,28,3998,765,1614,698
99100,3.5508,27,3471,653,1793,600
103000,3.2589,18,2791,492,1187,438
114200,3.2937,13,2084,449,834,305
144100,3.0465,17,5654,1085,2237,953
128600,2.3125,15,4221,816,1737,743
157200,2.525,9,1787,347,806,306
118500,3.175,18,2144,420,985,381
116700,2.6078,23,1538,305,730,267
134800,2.7399,15,3750,691,1444,603
109900,2.7236,19,3267,614,1252,566
144300,4.4531,16,1257,231,559,213
123600,3.2135,37,1341,256,533,242
112600,3.1142,12,9831,1921,4644,1775
107300,3.0068,23,6010,1116,2710,1149
117800,3.0905,12,7653,1578,3628,1494
89900,1.9362,17,5273,1177,2446,1199
102300,2.3155,14,2351,620,1215,548
87300,2.0094,19,7254,1785,4030,1667
142600,3.07,15,10265,1860,4591,1906
153100,1.6785,12,14631,3298,7517,3262
126600,3.6625,22,1707,296,822,297
118300,3.5046,18,1651,309,856,293
147000,3.9,7,1737,290,747,265
78100,1.8095,39,568,127,267,129
85800,2.2833,39,1139,265,623,264
84500,1.5633,41,2901,689,1426,632
137500,3.4191,52,444,80,1107,98
88900,0.9393,17,3425,827,2469,758
120200,1.1019,13,3494,843,1571,784
74500,1.7284,29,4362,1053,2053,1000
85100,2.2621,43,2976,599,1181,560
130300,2.575,34,3263,604,1290,594
125200,4.3309,28,2551,378,1011,374
111400,3.0253,29,7744,1375,3316,1365
97000,3.2016,37,2236,372,974,379
122600,3.1125,11,7212,1355,3264,1264
116300,3.0625,8,5690,1189,2887,1077
179200,2.125,8,140,28,84,29
85800,2.2925,44,2923,659,1371,626
94800,1.6797,52,677,152,379,154
2e+05,1.5481,52,502,100,311,100
112500,0.987,52,857,232,520,198
69000,0.9566,52,1457,389,802,342
55000,1.3672,52,957,263,513,223
77900,2.0064,52,1741,401,753,377
98800,1.6911,18,7272,1559,5022,1524
78700,1.6827,52,1890,420,974,383
81300,1.5863,21,5051,1054,2948,980
60300,1.7426,33,2242,517,1160,449
66300,1.5064,42,2978,694,1879,679
116700,2.0288,18,1222,250,708,281
159700,4.5032,11,5103,825,2456,810
139200,3.7007,26,2741,451,1217,437
89600,3.5735,16,1453,299,904,286
153100,3.5375,38,549,105,275,94
87500,2.8306,25,2202,422,1109,403
158600,4.712,20,3759,609,1705,600
95100,2.3833,24,1535,279,726,272
93800,3.0625,20,1465,278,745,250
95300,2.7143,16,2867,559,1203,449
141300,3.5189,15,3996,748,1786,728
67500,2.4028,17,858,262,47,27
73000,2.3036,22,1468,285,611,235
119600,2.8657,14,1527,269,665,261
93200,2.2419,16,4591,904,1904,812
117900,2.4537,10,1742,307,721,312
97200,2.5374,11,3835,727,1456,658
97600,2.3507,12,1958,369,875,354
95300,2.3079,12,3744,699,1532,660
107700,2.6147,11,3974,727,1610,634
102900,2.567,18,2672,533,1151,532
88300,1.625,20,743,171,395,168
86500,1.4048,16,2754,570,1063,543
58000,2.1838,18,945,205,385,207
84000,1.875,26,1503,343,699,296
89500,2.963,25,1612,313,837,303
93400,2.6823,28,1677,327,770,309
115200,2.1912,23,790,137,365,152
105700,2.0458,18,2221,459,952,440
97300,2.3068,24,1535,276,664,273
108600,2.7863,19,2636,523,1184,465
104900,2.0882,20,1384,257,557,232
110200,3.1061,19,2487,485,1110,453
103800,1.7875,18,1676,332,733,318
80800,2.2,20,908,206,481,211
87300,2.3403,23,2263,497,1138,455
85500,1.8245,22,2447,556,1157,556
85000,2.5428,31,2431,512,1026,427
93500,1.8125,23,1759,366,788,359
96700,3,31,1599,318,794,303
109700,2.8182,22,2598,482,1151,490
85800,1.7788,14,2063,559,934,529
92800,1.0625,20,1173,261,523,258
70500,1.8616,37,1296,296,569,257
121800,2.3711,20,1808,334,763,335
102600,3.066,17,2748,556,1174,514
101200,2.9625,17,3502,655,1763,613
168300,3.13,8,2836,522,1163,512
126100,2.4623,17,1619,292,705,285
83800,2.3798,17,1646,330,750,344
92600,1.9766,19,2888,591,984,499
111200,2.3958,15,1677,345,844,330
87500,1.6948,15,1896,408,893,334
87500,2.3895,17,1583,331,730,306
94700,2.8871,22,2828,610,986,391
62500,2.3684,35,632,148,221,102
83300,1.4896,17,1483,284,481,211
85700,2.3917,15,2490,527,1229,497
79500,1.7708,9,818,197,358,197
53600,1.7308,26,1957,429,945,397
65200,1.5771,12,1733,421,1861,415
84100,2.1467,15,886,204,576,205
142300,2.9562,14,5549,1000,1822,919
93800,3.9028,25,848,153,436,155
90800,3.0446,26,1652,325,790,292
91800,3.2174,17,1554,242,553,230
97500,2.6921,19,3720,636,1304,607
91200,4.5156,35,1806,293,683,295
73800,2.4821,30,1030,161,448,159
86400,2.9688,24,1028,185,471,186
62100,2.502,33,3585,757,1887,765
72200,2.334,30,3085,610,1688,575
57600,2.0357,39,1551,353,684,310
58300,0.8024,48,827,198,396,161
51700,1.1607,50,1050,288,485,260
57900,1.3654,47,1064,245,603,190
53100,1.6352,46,1885,385,871,347
56100,1.5714,31,2023,469,1073,436
58000,1.9956,25,2409,490,1384,479
56700,1.6389,24,1865,372,1087,385
57600,2.1658,29,1947,383,925,337
63300,1.6346,18,2105,416,974,385
59800,1.8661,24,1610,324,909,323
65200,1.4833,23,1387,325,640,289
42500,0.8252,15,202,54,145,40
45100,1.0585,26,3215,827,2041,737
39400,1.3289,38,1438,310,779,275
50300,1.5313,19,1537,329,617,274
53800,1.8047,29,2896,596,1809,617
53900,2.4952,14,1724,315,939,302
41800,2.2045,41,461,107,284,90
88900,2.9965,20,2505,468,1174,429
82600,3.2833,33,1462,241,569,231
63600,2.6563,30,1217,238,677,233
59400,2.0455,21,2628,494,1364,468
60600,1.3611,18,2278,523,1185,475
57100,2.6071,26,1340,255,662,239
49000,1.7727,31,1434,283,811,289
80400,2.3566,15,2119,389,1079,374
96200,2.425,17,3659,735,1970,667
60000,3.0208,52,189,34,121,37
61300,2.5313,27,720,150,359,138
73800,2.1776,22,2515,482,1284,462
86300,1.9943,27,2599,502,1241,502
86400,1.7552,24,1003,251,1098,227
84600,2.6607,22,1217,224,537,187
73500,2.7891,40,812,154,374,142
56200,2.3224,29,2220,471,1170,428
57000,1.7885,32,1852,373,911,365
63900,1.91,46,1210,243,523,242
56000,2.0474,37,2330,495,1505,470
63000,1.8355,34,842,186,635,165
85500,2.3243,27,2596,435,1100,409
81300,2.5259,30,1019,192,501,185
57600,2.2813,21,1432,284,862,275
59400,2.1728,22,1814,342,941,323
81900,2.4943,29,1687,327,864,334
82100,3.3929,39,1105,180,408,166
116000,2.3816,16,4221,781,1516,697
116100,2.5,10,1566,325,785,291
94900,2.3654,34,2745,559,1150,491
92200,2.9063,27,1199,224,463,199
79900,2.2875,37,736,148,339,140
133000,2.6528,9,7450,1475,2233,930
122600,3,16,3758,715,1777,615
90400,2.9821,19,1003,235,538,190
93200,2.0472,16,3120,641,1319,526
125900,4.0109,8,2029,387,1000,364
133100,3.636,9,3585,680,1800,598
130600,3.8488,7,7188,1288,3175,1115
104000,2.1382,21,3095,681,1341,546
101600,2.5473,32,2685,543,1061,492
92600,2.0417,17,2967,611,1387,564
122300,2.6417,13,4110,847,1796,706
112500,2.4583,13,763,161,311,125
86600,2.6667,20,1326,307,563,237
77400,2.5667,21,1435,294,668,267
91900,2.7344,18,2912,663,999,411
100900,3.024,17,1463,338,529,226
94700,1.625,18,1411,312,592,230
84800,2.2604,17,1504,358,661,250
139900,2.8208,10,4300,845,1480,609
121400,3.75,10,3757,722,546,223
155800,4.4063,13,2962,546,252,103
111500,2.9821,17,5497,1056,997,408
123500,2.6942,13,4401,829,924,383
113700,2.5352,13,4495,856,1149,459
103800,3.3542,10,3486,695,298,124
108300,3.075,13,3297,662,267,97
77500,3.125,11,1568,369,82,33
65800,2.7841,48,1096,218,657,199
67500,2.9489,39,1548,323,815,286
59200,2.2754,23,3832,774,2435,747
72000,2.7137,17,6440,1204,3266,1142
92800,3.2625,27,1446,295,670,281
112500,3.017,52,224,38,120,45
75000,2.25,10,266,62,154,49
108000,3.125,33,1064,174,434,147
65500,2.331,28,4169,895,2587,810
61500,2.875,44,1064,230,494,175
62700,2.5625,35,2791,552,1395,476
68800,1.7463,19,1629,386,551,214
69100,2.2679,50,1592,372,781,307
75800,2.5556,52,1989,392,985,396
75000,2.4559,39,1214,250,660,249
112500,2.1845,39,701,130,271,89
192400,3.4402,28,3144,694,1095,482
209400,3.6694,17,2549,596,1169,500
183800,3.2619,25,2019,411,888,326
189100,5.0016,3,9217,1522,3578,1272
156500,4.9618,7,7957,1314,4460,1293
168800,5.0468,5,7105,1143,3523,1088
162800,3.6411,19,3388,599,1707,575
172900,5.1041,9,3079,519,1562,512
129700,3.3558,27,3861,718,2085,707
213500,4.375,22,1046,195,527,164
119400,1.6554,44,1014,225,704,238
131100,2.8828,36,1710,320,861,300
125400,3.8125,15,1850,441,1348,403
151400,3.2813,33,2396,452,1391,465
263100,4.7426,19,2055,358,1064,350
187100,4.8958,17,1962,291,825,267
156700,2.2216,19,2005,405,972,403
186300,5.7104,5,4980,774,2399,763
152500,4.6587,10,3258,612,1779,558
241400,5.1017,13,2479,394,1075,350
340900,6.9051,5,14684,2252,4276,1722
154400,3.691,30,1428,287,989,287
253900,4.4583,22,1999,415,967,320
109400,2.2532,46,2273,495,1088,447
105100,2.2361,47,1942,430,1074,393
128500,2.2639,52,1124,245,528,226
93800,2.2361,46,176,43,101,40
99100,2.1719,42,1017,253,798,266
96400,1.5988,50,1120,281,625,239
127000,3.4722,25,3018,606,1614,568
